http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010790.pub3/full|Blood disorders|Laser therapy for retinopathy in sickle cell disease|Kay Thi Myint, Soumendra Sahoo, Aung Win Thein, Soe Moe, Han Ni|2022-12-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009058.pub3/full|Cancer|Cryotherapy for liver metastases|Malgorzata M Bala, Robert P Riemsma, Robert Wolff, Michal Pedziwiatr, Jerzy W Mitus, Dawid Storman, Mateusz J Swierz, Jos Kleijnen|2019-7-10
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012582.pub2/full|Cancer|Interventions to help support caregivers of people with a brain or spinal cord tumour|Florien W Boele, Alasdair G Rooney, Helen Bulbeck, Paula Sherwood|2019-7-2
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012806.pub2/full|Cancer|Ultrasound, CT, MRI, or PET‐CT for staging and re‐staging of adults with cutaneous melanoma|Jacqueline Dinnes, Lavinia Ferrante di Ruffano, Yemisi Takwoingi, Seau Tak Cheung, Paul Nathan, Rubeta N Matin, Naomi Chuchu, Sue Ann Chan, Alana Durack, Susan E Bayliss, Abha Gulati, Lopa Patel, Clare Davenport, Kathie Godfrey, Manil Subesinghe, Zoe Traill, Jonathan J Deeks, Hywel C Williams, Cochrane Skin Cancer Diagnostic Test Accuracy Group|2019-7-1
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008215.pub3/full|Cancer|Risk of ovarian cancer in women treated with ovarian stimulating drugs for infertility|Ivana Rizzuto, Renee F Behrens, Lesley A Smith|2019-6-18
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009955.pub3/full|Cancer|Exercise training undertaken by people within 12 months of lung resection for non‐small cell lung cancer|Vinicius Cavalheri, Chris Burtin, Vittoria R Formico, Mika L Nonoyama, Sue Jenkins, Martijn A. Spruit, Kylie Hill|2019-6-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009912.pub2/full|Cancer|Psychosocial interventions for informal caregivers of people living with cancer|Charlene J Treanor, Olinda Santin, Gillian Prue, Helen Coleman, Chris R Cardwell, Peter O'Halloran, Michael Donnelly|2019-6-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003506.pub2/full|Cancer|Early versus deferred standard androgen suppression therapy for advanced hormone‐sensitive prostate cancer|Frank Kunath, Katrin Jensen, Mariona Pinart, Andreas Kahlmeyer, Stefanie Schmidt, Carrie L Price, Verena Lieb, Philipp Dahm|2019-6-11
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011751.pub3/full|Cancer|Interventions for smoking cessation in people diagnosed with lung cancer|Linmiao Zeng, Xiaolian Yu, Tingting Yu, Jianhong Xiao, Yushan Huang|2019-6-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD002034.pub2/full|Cancer|Biopsy versus resection for high‐grade glioma|Michael G Hart, Gareth RL Grant, Emma F Solyom, Robin Grant|2019-6-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009245.pub3/full|Cancer|Interventions for the treatment of Paget's disease of the vulva|Katharine A Edey, Ernest Allan, John B Murdoch, Susan Cooper, Andrew Bryant|2019-6-5
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012352.pub2/full|Cancer|Screening for reducing morbidity and mortality in malignant melanoma|Minna Johansson, John Brodersen, Peter C Gøtzsche, Karsten Juhl Jørgensen|2019-6-3
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010127.pub2/full|Cancer|Perioperative nutrition for the treatment of bladder cancer by radical cystectomy|Sorrel Burden, Hazel A Billson, Simon Lal, Kellie A Owen, Asif Muneer|2019-5-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013160.pub2/full|Cancer|Single‐dose intravesical chemotherapy after nephroureterectomy for upper tract urothelial carcinoma|Eu Chang Hwang, Niranjan J Sathianathen, Jae Hung Jung, Myung Ha Kim, Philipp Dahm, Michael C Risk|2019-5-18
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013336/full|Cancer|Extended versus standard lymph node dissection for urothelial carcinoma of the bladder in patients undergoing radical cystectomy|Eu Chang Hwang, Niranjan J Sathianathen, Mari Imamura, Gretchen M Kuntz, Michael C Risk, Philipp Dahm|2019-5-14
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009219.pub5/full|Cancer|Medical interventions for the prevention of platinum‐induced hearing loss in children with cancer|Jorrit W van As, Henk van den Berg, Elvira C van Dalen|2019-5-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012191.pub2/full|Cancer|Risk‐reducing medications for primary breast cancer: a network meta‐analysis|Simone Mocellin, Annabel Goodwin, Sandro Pasquali|2019-4-29
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012663.pub2/full|Cancer|Prostate MRI, with or without MRI‐targeted biopsy, and systematic biopsy for detecting prostate cancer|Frank‐Jan H Drost, Daniël F Osses, Daan Nieboer, Ewout W Steyerberg, Chris H Bangma, Monique J Roobol, Ivo G Schoots|2019-4-25
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012442.pub2/full|Cancer|Anti‐GD2 antibody‐containing immunotherapy postconsolidation therapy for people with high‐risk neuroblastoma treated with autologous haematopoietic stem cell transplantation|Frank Peinemann, Elvira C van Dalen, Heike Enk, Godelieve AM Tytgat|2019-4-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011903.pub2/full|Cancer|Robotic versus open radical cystectomy for bladder cancer in adults|Bhavan Prasad Rai, Jasper Bondad, Nikhil Vasdev, Jim Adshead, Tim Lane, Kamran Ahmed, Mohammed S Khan, Prokar Dasgupta, Khurshid Guru, Piotr L Chlosta, Omar M Aboumarzouk|2019-4-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008205.pub3/full|Cancer|Hepatic late adverse effects after antineoplastic treatment for childhood cancer|Renée L Mulder, Dorine Bresters, Malon Van den Hof, Bart GP Koot, Sharon M Castellino, Yoon Kong K Loke, Piet N Post, Aleida Postma, László P Szőnyi, Gill A Levitt, Edit Bardi, Roderick Skinner, Elvira C van Dalen|2019-4-15
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011518.pub2/full|Cancer|Mindfulness‐based stress reduction for women diagnosed with breast cancer|Lisa K Schell, Ina Monsef, Achim Wöckel, Nicole Skoetz|2019-3-27
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012387.pub2/full|Cancer|Systematic screening and assessment of psychosocial well‐being and care needs of people with cancer|Bojoura Schouten, Bert Avau, Geertruida (Trudy) E Bekkering, Patrick Vankrunkelsven, Jeroen Mebis, Johan Hellings, Ann Van Hecke|2019-3-25
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009786.pub3/full|Cancer|Laparoscopy for diagnosing resectability of disease in women with advanced ovarian cancer|Roelien van de Vrie, Marianne J Rutten, Joyce Danielle Asseler, Mariska MG Leeflang, Gemma G Kenter, Ben Willem J Mol, Marrije Buist|2019-3-23
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009031.pub2/full|Cancer|Outpatient treatment for people with cancer who develop a low‐risk febrile neutropaenic event|Rodolfo Rivas‐Ruiz, Miguel Villasis‐Keever, Guadalupe Miranda‐Novales, Osvaldo D Castelán‐Martínez, Silvia Rivas‐Contreras|2019-3-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011000.pub3/full|Cancer|Palliative interventions for controlling vaginal bleeding in advanced cervical cancer|George U Eleje, Ahizechukwu C Eke, Gabriel O Igberase, Anthony O Igwegbe, Lydia I Eleje|2019-3-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009660.pub4/full|Cancer|Psychological interventions for parents of children and adolescents with chronic illness|Emily Law, Emma Fisher, Christopher Eccleston, Tonya M Palermo|2019-3-18
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008944.pub3/full|Cancer|Early and late adverse renal effects after potentially nephrotoxic treatment for childhood cancer|Esmee CM Kooijmans, Arend Bökenkamp, Nic S Tjahjadi, Jesse M Tettero, Eline van Dulmen‐den Broeder, Helena JH van der Pal, Margreet A Veening|2019-3-11
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010778.pub2/full|Cancer|Intralesional treatment versus wide resection for central low‐grade chondrosarcoma of the long bones|Edwin F Dierselhuis, Krista A Goulding, Martin Stevens, Paul C Jutte|2019-3-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010355.pub3/full|Cancer|Non‐invasive positive pressure ventilation for prevention of complications after pulmonary resection in lung cancer patients|Maria FS Torres, Gustavo JM Porfírio, Alan PV Carvalho, Rachel Riera|2019-3-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008018.pub3/full|Cancer|Adjuvant gonadotropin‐releasing hormone analogues for the prevention of chemotherapy‐induced premature ovarian failure in premenopausal women|Hengxi Chen, Li Xiao, Jinke Li, Ling Cui, Wei Huang|2019-3-3
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012704.pub2/full|Cancer|Systemic corticosteroids for the management of cancer‐related breathlessness (dyspnoea) in adults|Alison Haywood, Jacqueline Duc, Phillip Good, Sohil Khan, Kirsty Rickett, Petra Vayne-Bossert, Janet R Hardy|2019-2-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011433.pub2/full|Cancer|Surgical interventions for the prevention or treatment of lymphoedema after breast cancer treatment|Silja P Markkula, Nelson Leung, Victoria B Allen, Dominic Furniss|2019-2-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012873.pub2/full|Cancer|Sequencing of anthracyclines and taxanes in neoadjuvant and adjuvant therapy for early breast cancer|Milita Zaheed, Nicholas Wilcken, Melina L Willson, Dianne L O'Connell, Annabel Goodwin|2019-2-18
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012244.pub2/full|Cancer|Transcatheter arterial chemoembolisation followed by three‐dimensional conformal radiotherapy versus transcatheter arterial chemoembolisation alone for primary hepatocellular carcinoma in adults|Liming Lu, Jingchun Zeng, Zehuai Wen, Chunzhi Tang, Nenggui Xu|2019-2-16
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012828.pub2/full|Cancer|Nerve‐sparing radical hysterectomy compared to standard radical hysterectomy for women with early stage cervical cancer (stage Ia2 to IIa)|Chumnan Kietpeerakool, Apiwat Aue‐aungkul, Khadra Galaal, Chetta Ngamjarus, Pisake Lumbiganon|2019-2-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012685.pub2/full|Cancer|Exercise training for advanced lung cancer|Carolyn J Peddle‐McIntyre, Favil Singh, Rajesh Thomas, Robert U Newton, Daniel A Galvão, Vinicius Cavalheri|2019-2-11
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009075.pub3/full|Cancer|Aerobic physical exercise for adult patients with haematological malignancies|Linus Knips, Nils Bergenthal, Fiona Streckmann, Ina Monsef, Thomas Elter, Nicole Skoetz|2019-1-31
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009768.pub2/full|Cancer|Mesenchymal stromal cells as treatment or prophylaxis for acute or chronic graft‐versus‐host disease in haematopoietic stem cell transplant (HSCT) recipients with a haematological condition|Sheila A Fisher, Antony Cutler, Carolyn Doree, Susan J Brunskill, Simon J Stanworth, Cristina Navarrete, John Girdlestone|2019-1-30
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006205.pub4/full|Cancer|Interventions for the treatment of oral and oropharyngeal cancers: surgical treatment|Vishal M Bulsara, Helen V Worthington, Anne‐Marie Glenny, Janet E Clarkson, David I Conway, Michaelina Macluskey|2018-12-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012939.pub2/full|Cancer|De‐intensified adjuvant (chemo)radiotherapy versus standard adjuvant chemoradiotherapy post transoral minimally invasive surgery for resectable HPV‐positive oropharyngeal carcinoma|James Howard, Raghav C Dwivedi, Liam Masterson, Prasad Kothari, Harry Quon, F. Christopher Holsinger|2018-12-14
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012280.pub2/full|Cancer|Exercise interventions for people undergoing multimodal cancer treatment that includes surgery|Lisa A Loughney, Malcolm A West, Graham J Kemp, Michael PW Grocott, Sandy Jack|2018-12-11
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013189/full|Cancer|Optical coherence tomography for diagnosing skin cancer in adults|Lavinia Ferrante di Ruffano, Jacqueline Dinnes, Jonathan J Deeks, Naomi Chuchu, Susan E Bayliss, Clare Davenport, Yemisi Takwoingi, Kathie Godfrey, Colette O'Sullivan, Rubeta N Matin, Hamid Tehrani, Hywel C Williams, Cochrane Skin Cancer Diagnostic Test Accuracy Group|2018-12-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013186/full|Cancer|Computer‐assisted diagnosis techniques (dermoscopy and spectroscopy‐based) for diagnosing skin cancer in adults|Lavinia Ferrante di Ruffano, Yemisi Takwoingi, Jacqueline Dinnes, Naomi Chuchu, Susan E Bayliss, Clare Davenport, Rubeta N Matin, Kathie Godfrey, Colette O'Sullivan, Abha Gulati, Sue Ann Chan, Alana Durack, Susan O'Connell, Matthew D Gardiner, Jeffrey Bamber, Jonathan J Deeks, Hywel C Williams, Cochrane Skin Cancer Diagnostic Test Accuracy Group|2018-12-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013188/full|Cancer|High‐frequency ultrasound for diagnosing skin cancer in adults|Jacqueline Dinnes, Jeffrey Bamber, Naomi Chuchu, Susan E Bayliss, Yemisi Takwoingi, Clare Davenport, Kathie Godfrey, Colette O'Sullivan, Rubeta N Matin, Jonathan J Deeks, Hywel C Williams, Cochrane Skin Cancer Diagnostic Test Accuracy Group|2018-12-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011902.pub2/full|Cancer|Dermoscopy, with and without visual inspection, for diagnosing melanoma in adults|Jacqueline Dinnes, Jonathan J Deeks, Naomi Chuchu, Lavinia Ferrante di Ruffano, Rubeta N Matin, David R Thomson, Kai Yuen Wong, Roger Benjamin Aldridge, Rachel Abbott, Monica Fawzy, Susan E Bayliss, Matthew J Grainge, Yemisi Takwoingi, Clare Davenport, Kathie Godfrey, Fiona M Walter, Hywel C Williams, Cochrane Skin Cancer Diagnostic Test Accuracy Group|2018-12-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013194/full|Cancer|Visual inspection for diagnosing cutaneous melanoma in adults|Jacqueline Dinnes, Jonathan J Deeks, Matthew J Grainge, Naomi Chuchu, Lavinia Ferrante di Ruffano, Rubeta N Matin, David R Thomson, Kai Yuen Wong, Roger Benjamin Aldridge, Rachel Abbott, Monica Fawzy, Susan E Bayliss, Yemisi Takwoingi, Clare Davenport, Kathie Godfrey, Fiona M Walter, Hywel C Williams, Cochrane Skin Cancer Diagnostic Test Accuracy Group|2018-12-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013190/full|Cancer|Reflectance confocal microscopy for diagnosing cutaneous melanoma in adults|Jacqueline Dinnes, Jonathan J Deeks, Daniel Saleh, Naomi Chuchu, Susan E Bayliss, Lopa Patel, Clare Davenport, Yemisi Takwoingi, Kathie Godfrey, Rubeta N Matin, Rakesh Patalay, Hywel C Williams, Cochrane Skin Cancer Diagnostic Test Accuracy Group|2018-12-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013187/full|Cancer|Exfoliative cytology for diagnosing basal cell carcinoma and other skin cancers in adults|Lavinia Ferrante di Ruffano, Jacqueline Dinnes, Naomi Chuchu, Susan E Bayliss, Yemisi Takwoingi, Clare Davenport, Rubeta N Matin, Colette O'Sullivan, Derek Roskell, Jonathan J Deeks, Hywel C Williams, Cochrane Skin Cancer Diagnostic Test Accuracy Group|2018-12-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013191/full|Cancer|Reflectance confocal microscopy for diagnosing keratinocyte skin cancers in adults|Jacqueline Dinnes, Jonathan J Deeks, Naomi Chuchu, Daniel Saleh, Susan E Bayliss, Yemisi Takwoingi, Clare Davenport, Lopa Patel, Rubeta N Matin, Colette O'Sullivan, Rakesh Patalay, Hywel C Williams, Cochrane Skin Cancer Diagnostic Test Accuracy Group|2018-12-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011901.pub2/full|Cancer|Visual inspection and dermoscopy, alone or in combination, for diagnosing keratinocyte skin cancers in adults|Jacqueline Dinnes, Jonathan J Deeks, Naomi Chuchu, Rubeta N Matin, Kai Yuen Wong, Roger Benjamin Aldridge, Alana Durack, Abha Gulati, Sue Ann Chan, Louise Johnston, Susan E Bayliss, Jo Leonardi‐Bee, Yemisi Takwoingi, Clare Davenport, Colette O'Sullivan, Hamid Tehrani, Hywel C Williams, Cochrane Skin Cancer Diagnostic Test Accuracy Group|2018-12-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013192/full|Cancer|Smartphone applications for triaging adults with skin lesions that are suspicious for melanoma|Naomi Chuchu, Yemisi Takwoingi, Jacqueline Dinnes, Rubeta N Matin, Oliver Bassett, Jacqueline F Moreau, Susan E Bayliss, Clare Davenport, Kathie Godfrey, Susan O'Connell, Abhilash Jain, Fiona M Walter, Jonathan J Deeks, Hywel C Williams, Cochrane Skin Cancer Diagnostic Test Accuracy Group|2018-12-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013193/full|Cancer|Teledermatology for diagnosing skin cancer in adults|Naomi Chuchu, Jacqueline Dinnes, Yemisi Takwoingi, Rubeta N Matin, Susan E Bayliss, Clare Davenport, Jacqueline F Moreau, Oliver Bassett, Kathie Godfrey, Colette O'Sullivan, Fiona M Walter, Richard Motley, Jonathan J Deeks, Hywel C Williams, Cochrane Skin Cancer Diagnostic Test Accuracy Group|2018-12-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD005537.pub3/full|Cancer|Psychotherapy for depression among incurable cancer patients|Tatsuo Akechi, Toru Okuyama, Joji Onishi, Tatsuya Morita, Toshi A Furukawa|2018-11-22
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008218.pub4/full|Cancer|Anti‐angiogenic therapy for high‐grade glioma|Malaka Ameratunga, Nick Pavlakis, Helen Wheeler, Robin Grant, John Simes, Mustafa Khasraw|2018-11-22
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012326.pub2/full|Cancer|Survival differences with immediate versus delayed chemotherapy for asymptomatic incurable metastatic colorectal cancer|Yvette HM Claassen, Maxime JM van der Valk, Anne J Breugom, Martine A. Frouws, Esther Bastiaannet, Gerrit‐Jan Liefers, Cornelis JH van de Velde, Ellen Kapiteijn|2018-11-21
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010559.pub2/full|Cancer|Moxibustion for alleviating side effects of chemotherapy or radiotherapy in people with cancer|Hong Wei Zhang, Zhi Xiu Lin, Fan Cheung, William Chi‐Shing Cho, Jin‐Ling Tang|2018-11-13
